date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
01:38:38	208/208	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2028%20May%202018%2008:38:38%20GMT	http://webpages.charter.net/robots.txt		(from )
01:38:38	15814/15814	---M--	200	added ('OK')	text/html	etag:%22172426e-3dc6-56c343a7d2a20%22	http://webpages.charter.net/manauser/morrowind/	I:/SavedSites/ManaUser.Morrowind/webpages.charter.net/manauser/morrowind/index.html	(from )
01:38:39	3053/3053	---M--	200	added ('OK')	text/css	etag:%22172426f-bed-4d12ecf921200%22	http://webpages.charter.net/manauser/morrowind/main.css	I:/SavedSites/ManaUser.Morrowind/webpages.charter.net/manauser/morrowind/main.css	(from http://webpages.charter.net/manauser/morrowind/)
01:38:39	14951/14951	---M--	200	added ('OK')	application/zip	etag:%221724290-3a67-44326279902c0%22	http://webpages.charter.net/manauser/morrowind/files/NifLight11.zip	I:/SavedSites/ManaUser.Morrowind/webpages.charter.net/manauser/morrowind/files/NifLight11.zip	(from http://webpages.charter.net/manauser/morrowind/)
01:38:40	3409/3409	---M--	200	added ('OK')	text/plain	etag:%22172428f-d51-4a2b3e9312380%22	http://webpages.charter.net/manauser/morrowind/files/NifLight-Readme.txt	I:/SavedSites/ManaUser.Morrowind/webpages.charter.net/manauser/morrowind/files/NifLight-Readme.txt	(from http://webpages.charter.net/manauser/morrowind/)
01:38:40	5906/5906	---M--	200	added ('OK')	text/html	etag:%22172426d-1712-4b29f0e948040%22	http://webpages.charter.net/manauser/morrowind/indenter.htm	I:/SavedSites/ManaUser.Morrowind/webpages.charter.net/manauser/morrowind/indenter.html	(from http://webpages.charter.net/manauser/morrowind/)
01:38:43	31646/31646	---M--	200	added ('OK')	image/jpeg	etag:%2217242af-7b9e-4432629908d00%22	http://webpages.charter.net/manauser/morrowind/images/NifLight.jpg	I:/SavedSites/ManaUser.Morrowind/webpages.charter.net/manauser/morrowind/images/NifLight.jpg	(from http://webpages.charter.net/manauser/morrowind/)
01:38:46	34196/34196	---M--	200	added ('OK')	image/jpeg	etag:%22172429f-8594-45ab0e580a580%22	http://webpages.charter.net/manauser/morrowind/images/Chalk2.jpg	I:/SavedSites/ManaUser.Morrowind/webpages.charter.net/manauser/morrowind/images/Chalk2.jpg	(from http://webpages.charter.net/manauser/morrowind/)
01:38:47	39414/39414	---M--	200	added ('OK')	image/jpeg	etag:%22172429e-99f6-45ab0e5716340%22	http://webpages.charter.net/manauser/morrowind/images/Chalk1.jpg	I:/SavedSites/ManaUser.Morrowind/webpages.charter.net/manauser/morrowind/images/Chalk1.jpg	(from http://webpages.charter.net/manauser/morrowind/)
01:38:48	31486/31486	---M--	200	added ('OK')	image/jpeg	etag:%2217242a0-7afe-45ab0e580a580%22	http://webpages.charter.net/manauser/morrowind/images/Chalk3.jpg	I:/SavedSites/ManaUser.Morrowind/webpages.charter.net/manauser/morrowind/images/Chalk3.jpg	(from http://webpages.charter.net/manauser/morrowind/)
